territory_code,territory_name,district_code,municipality_code,parish_code,district_name,full_municipality_id,full_parish_id
LOCAL-040918,Adeganha e Cardanha,04,09,18,Bragança,04-09,04-09-18
LOCAL-040919,Felgar e Souto da Velha,04,09,19,Bragança,04-09,04-09-19
LOCAL-040920,Felgueiras e Maçores,04,09,20,Bragança,04-09,04-09-20
LOCAL-040921,Urros e Peredo dos Castelhanos,04,09,21,Bragança,04-09,04-09-21
LOCAL-041002,Benlhevai,04,10,02,Bragança,04-10,04-10-02
LOCAL-041005,Freixiel,04,10,05,Bragança,04-10,04-10-05
LOCAL-041009,Roios,04,10,09,Bragança,04-10,04-10-09
LOCAL-041010,Samões,04,10,10,Bragança,04-10,04-10-10
LOCAL-041011,Sampaio,04,10,11,Bragança,04-10,04-10-11
LOCAL-041012,Santa Comba de Vilariça,04,10,12,Bragança,04-10,04-10-12
LOCAL-041013,Seixo de Manhoses,04,10,13,Bragança,04-10,04-10-13
LOCAL-041014,Trindade,04,10,14,Bragança,04-10,04-10-14
LOCAL-041015,Vale Frechoso,04,10,15,Bragança,04-10,04-10-15
LOCAL-041020,Assares e Lodões,04,10,20,Bragança,04-10,04-10-20
LOCAL-041021,Candoso e Carvalho de Egas,04,10,21,Bragança,04-10,04-10-21
LOCAL-041022,Valtorno e Mourão,04,10,22,Bragança,04-10,04-10-22
LOCAL-041023,Vila Flor e Nabo,04,10,23,Bragança,04-10,04-10-23
LOCAL-041024,Vilas Boas e Vilarinho das Azenhas,04,10,24,Bragança,04-10,04-10-24
LOCAL-041103,Argozelo,04,11,03,Bragança,04-11,04-11-03
LOCAL-041107,Carção,04,11,07,Bragança,04-11,04-11-07
LOCAL-041108,Matela,04,11,08,Bragança,04-11,04-11-08
LOCAL-041109,Pinelo,04,11,09,Bragança,04-11,04-11-09
LOCAL-041110,Santulhão,04,11,10,Bragança,04-11,04-11-10
LOCAL-041113,Vilar Seco,04,11,13,Bragança,04-11,04-11-13
LOCAL-041114,Vimioso,04,11,14,Bragança,04-11,04-11-14
LOCAL-041115,"Algoso, Campo de Víboras e Uva",04,11,15,Bragança,04-11,04-11-15
LOCAL-041116,Caçarelhos e Angueira,04,11,16,Bragança,04-11,04-11-16
LOCAL-041117,Vale de Frades e Avelanoso,04,11,17,Bragança,04-11,04-11-17
LOCAL-041201,Agrochão,04,12,01,Bragança,04-12,04-12-01
LOCAL-041203,Candedo,04,12,03,Bragança,04-12,04-12-03
LOCAL-041204,Celas,04,12,04,Bragança,04-12,04-12-04
LOCAL-041206,Edral,04,12,06,Bragança,04-12,04-12-06
LOCAL-041207,Edrosa,04,12,07,Bragança,04-12,04-12-07
LOCAL-041208,Ervedosa,04,12,08,Bragança,04-12,04-12-08
LOCAL-041215,Paçó,04,12,15,Bragança,04-12,04-12-15
LOCAL-041216,Penhas Juntas,04,12,16,Bragança,04-12,04-12-16
LOCAL-041219,Rebordelo,04,12,19,Bragança,04-12,04-12-19
LOCAL-041221,Santalha,04,12,21,Bragança,04-12,04-12-21
LOCAL-041226,Tuizelo,04,12,26,Bragança,04-12,04-12-26
LOCAL-041227,Vale das Fontes,04,12,27,Bragança,04-12,04-12-27
LOCAL-041229,Vila Boa de Ousilhão,04,12,29,Bragança,04-12,04-12-29
LOCAL-041230,Vila Verde,04,12,30,Bragança,04-12,04-12-30
LOCAL-041232,Vilar de Ossos,04,12,32,Bragança,04-12,04-12-32
LOCAL-041233,Vilar de Peregrinos,04,12,33,Bragança,04-12,04-12-33
LOCAL-041234,Vilar Seco de Lomba,04,12,34,Bragança,04-12,04-12-34
LOCAL-041235,Vinhais,04,12,35,Bragança,04-12,04-12-35
LOCAL-041236,Curopos e Vale de Janeiro,04,12,36,Bragança,04-12,04-12-36
LOCAL-041237,Moimenta e Montouto,04,12,37,Bragança,04-12,04-12-37
LOCAL-041238,Nunes e Ousilhão,04,12,38,Bragança,04-12,04-12-38
LOCAL-041239,Quirás e Pinheiro Novo,04,12,39,Bragança,04-12,04-12-39
LOCAL-041240,Sobreiro de Baixo e Alvaredos,04,12,40,Bragança,04-12,04-12-40
LOCAL-041241,"Soeira, Fresulfe e Mofreita",04,12,41,Bragança,04-12,04-12-41
LOCAL-041242,Travanca e Santa Cruz,04,12,42,Bragança,04-12,04-12-42
LOCAL-041243,Vilar de Lomba e São Jomil,04,12,43,Bragança,04-12,04-12-43
LOCAL-050102,Caria,05,01,02,Castelo Branco,05-01,05-01-02
LOCAL-050104,Inguias,05,01,04,Castelo Branco,05-01,05-01-04
LOCAL-050105,Maçainhas,05,01,05,Castelo Branco,05-01,05-01-05
LOCAL-050106,Belmonte e Colmeal da Torre,05,01,06,Castelo Branco,05-01,05-01-06
LOCAL-050201,Alcains,05,02,01,Castelo Branco,05-02,05-02-01
LOCAL-050202,Almaceda,05,02,02,Castelo Branco,05-02,05-02-02
LOCAL-050203,Benquerenças,05,02,03,Castelo Branco,05-02,05-02-03
LOCAL-050205,Castelo Branco,05,02,05,Castelo Branco,05-02,05-02-05
LOCAL-050211,Lardosa,05,02,11,Castelo Branco,05-02,05-02-11
LOCAL-050212,Louriçal do Campo,05,02,12,Castelo Branco,05-02,05-02-12
LOCAL-050214,Malpica do Tejo,05,02,14,Castelo Branco,05-02,05-02-14
LOCAL-050216,Monforte da Beira,05,02,16,Castelo Branco,05-02,05-02-16
LOCAL-050220,Salgueiro do Campo,05,02,20,Castelo Branco,05-02,05-02-20
LOCAL-050221,Santo André das Tojeiras,05,02,21,Castelo Branco,05-02,05-02-21
LOCAL-050222,São Vicente da Beira,05,02,22,Castelo Branco,05-02,05-02-22
LOCAL-050223,Sarzedas,05,02,23,Castelo Branco,05-02,05-02-23
LOCAL-050225,Tinalhas,05,02,25,Castelo Branco,05-02,05-02-25
LOCAL-050226,Cebolais de Cima e Retaxo,05,02,26,Castelo Branco,05-02,05-02-26
LOCAL-050227,Escalos de Baixo e Mata,05,02,27,Castelo Branco,05-02,05-02-27
LOCAL-050228,Escalos de Cima e Lousa,05,02,28,Castelo Branco,05-02,05-02-28
LOCAL-050229,Freixial e Juncal do Campo,05,02,29,Castelo Branco,05-02,05-02-29
LOCAL-050230,Ninho do Açor e Sobral do Campo,05,02,30,Castelo Branco,05-02,05-02-30
LOCAL-050231,Póvoa de Rio de Moinhos e Cafede,05,02,31,Castelo Branco,05-02,05-02-31
LOCAL-050302,Aldeia de São Francisco de Assis,05,03,02,Castelo Branco,05-03,05-03-02
LOCAL-050305,Boidobra,05,03,05,Castelo Branco,05-03,05-03-05
LOCAL-050308,Cortes do Meio,05,03,08,Castelo Branco,05-03,05-03-08
LOCAL-050309,Dominguizo,05,03,09,Castelo Branco,05-03,05-03-09
LOCAL-050310,Erada,05,03,10,Castelo Branco,05-03,05-03-10
LOCAL-050311,Ferro,05,03,11,Castelo Branco,05-03,05-03-11
LOCAL-050312,Orjais,05,03,12,Castelo Branco,05-03,05-03-12
LOCAL-050314,Paul,05,03,14,Castelo Branco,05-03,05-03-14
LOCAL-050315,Peraboa,05,03,15,Castelo Branco,05-03,05-03-15
LOCAL-050318,São Jorge da Beira,05,03,18,Castelo Branco,05-03,05-03-18
LOCAL-050322,Sobral de São Miguel,05,03,22,Castelo Branco,05-03,05-03-22
LOCAL-050324,Tortosendo,05,03,24,Castelo Branco,05-03,05-03-24
LOCAL-050325,Unhais da Serra,05,03,25,Castelo Branco,05-03,05-03-25
LOCAL-050327,Verdelhos,05,03,27,Castelo Branco,05-03,05-03-27
LOCAL-050332,Barco e Coutada,05,03,32,Castelo Branco,05-03,05-03-32
LOCAL-050333,Cantar-Galo e Vila do Carvalho,05,03,33,Castelo Branco,05-03,05-03-33
LOCAL-050334,Casegas e Ourondo,05,03,34,Castelo Branco,05-03,05-03-34
LOCAL-050335,Covilhã e Canhoso,05,03,35,Castelo Branco,05-03,05-03-35
LOCAL-050336,Peso e Vales do Rio,05,03,36,Castelo Branco,05-03,05-03-36
LOCAL-050337,Teixoso e Sarzedo,05,03,37,Castelo Branco,05-03,05-03-37
LOCAL-050338,Vale Formoso e Aldeia do Souto,05,03,38,Castelo Branco,05-03,05-03-38
LOCAL-050401,Alcaide,05,04,01,Castelo Branco,05-04,05-04-01
LOCAL-050402,Alcaria,05,04,02,Castelo Branco,05-04,05-04-02
LOCAL-050403,Alcongosta,05,04,03,Castelo Branco,05-04,05-04-03
LOCAL-050406,Alpedrinha,05,04,06,Castelo Branco,05-04,05-04-06
LOCAL-050408,Barroca,05,04,08,Castelo Branco,05-04,05-04-08
LOCAL-050410,Bogas de Cima,05,04,10,Castelo Branco,05-04,05-04-10
LOCAL-050411,Capinha,05,04,11,Castelo Branco,05-04,05-04-11
LOCAL-050412,Castelejo,05,04,12,Castelo Branco,05-04,05-04-12
LOCAL-050413,Castelo Novo,05,04,13,Castelo Branco,05-04,05-04-13
LOCAL-050416,Fatela,05,04,16,Castelo Branco,05-04,05-04-16
LOCAL-050419,Lavacolhos,05,04,19,Castelo Branco,05-04,05-04-19
LOCAL-050420,Orca,05,04,20,Castelo Branco,05-04,05-04-20
LOCAL-050421,Pêro Viseu,05,04,21,Castelo Branco,05-04,05-04-21
LOCAL-050424,Silvares,05,04,24,Castelo Branco,05-04,05-04-24
LOCAL-050425,Soalheira,05,04,25,Castelo Branco,05-04,05-04-25
LOCAL-050426,Souto da Casa,05,04,26,Castelo Branco,05-04,05-04-26
LOCAL-050427,Telhado,05,04,27,Castelo Branco,05-04,05-04-27
LOCAL-050431,Enxames,05,04,31,Castelo Branco,05-04,05-04-31
LOCAL-050432,Três Povos,05,04,32,Castelo Branco,05-04,05-04-32
LOCAL-050433,Janeiro de Cima e Bogas de Baixo,05,04,33,Castelo Branco,05-04,05-04-33
LOCAL-050434,"Fundão, Valverde, Donas e Aldeias de Joanes e Cabo",05,04,34,Castelo Branco,05-04,05-04-34
LOCAL-050435,Póvoa de Atalaia e Atalaia do Campo,05,04,35,Castelo Branco,05-04,05-04-35
LOCAL-050436,Vale de Prazeres e Mata da Rainha,05,04,36,Castelo Branco,05-04,05-04-36
LOCAL-050502,Aldeia de Santa Margarida,05,05,02,Castelo Branco,05-05,05-05-02
LOCAL-050505,Ladoeiro,05,05,05,Castelo Branco,05-05,05-05-05
LOCAL-050506,Medelim,05,05,06,Castelo Branco,05-05,05-05-06
LOCAL-050509,Oledo,05,05,09,Castelo Branco,05-05,05-05-09
LOCAL-050510,Penha Garcia,05,05,10,Castelo Branco,05-05,05-05-10
LOCAL-050511,Proença-a-Velha,05,05,11,Castelo Branco,05-05,05-05-11
LOCAL-050512,Rosmaninhal,05,05,12,Castelo Branco,05-05,05-05-12
LOCAL-050514,São Miguel de Acha,05,05,14,Castelo Branco,05-05,05-05-14
LOCAL-050516,Toulões,05,05,16,Castelo Branco,05-05,05-05-16
LOCAL-050518,Idanha-a-Nova e Alcafozes,05,05,18,Castelo Branco,05-05,05-05-18
LOCAL-050519,Monfortinho e Salvaterra do Extremo,05,05,19,Castelo Branco,05-05,05-05-19
LOCAL-050520,Monsanto e Idanha-a-Velha,05,05,20,Castelo Branco,05-05,05-05-20
LOCAL-050521,Zebreira e Segura,05,05,21,Castelo Branco,05-05,05-05-21
LOCAL-050601,Álvaro,05,06,01,Castelo Branco,05-06,05-06-01
LOCAL-050603,Cambas,05,06,03,Castelo Branco,05-06,05-06-03
LOCAL-050605,Isna,05,06,05,Castelo Branco,05-06,05-06-05
LOCAL-050606,Madeirã,05,06,06,Castelo Branco,05-06,05-06-06
LOCAL-050607,Mosteiro,05,06,07,Castelo Branco,05-06,05-06-07
LOCAL-050609,Orvalho,05,06,09,Castelo Branco,05-06,05-06-09
LOCAL-050610,Sarnadas de São Simão,05,06,10,Castelo Branco,05-06,05-06-10
LOCAL-050611,Sobral,05,06,11,Castelo Branco,05-06,05-06-11
LOCAL-050613,Estreito-Vilar Barroco,05,06,13,Castelo Branco,05-06,05-06-13
LOCAL-050614,Oleiros-Amieira,05,06,14,Castelo Branco,05-06,05-06-14
LOCAL-050704,Aranhas,05,07,04,Castelo Branco,05-07,05-07-04
LOCAL-050706,Benquerença,05,07,06,Castelo Branco,05-07,05-07-06
LOCAL-050707,Meimão,05,07,07,Castelo Branco,05-07,05-07-07
LOCAL-050708,Meimoa,05,07,08,Castelo Branco,05-07,05-07-08
LOCAL-050710,Penamacor,05,07,10,Castelo Branco,05-07,05-07-10
LOCAL-050711,Salvador,05,07,11,Castelo Branco,05-07,05-07-11
LOCAL-050712,Vale da Senhora da Póvoa,05,07,12,Castelo Branco,05-07,05-07-12
LOCAL-050713,"Aldeia do Bispo, Águas e Aldeia de João Pires",05,07,13,Castelo Branco,05-07,05-07-13
LOCAL-050714,Pedrógão de São Pedro e Bemposta,05,07,14,Castelo Branco,05-07,05-07-14
LOCAL-050802,Montes da Senhora,05,08,02,Castelo Branco,05-08,05-08-02
LOCAL-050805,São Pedro do Esteval,05,08,05,Castelo Branco,05-08,05-08-05
LOCAL-050807,Proença-a-Nova e Peral,05,08,07,Castelo Branco,05-08,05-08-07
LOCAL-050808,Sobreira Formosa e Alvito da Beira,05,08,08,Castelo Branco,05-08,05-08-08
LOCAL-050901,Cabeçudo,05,09,01,Castelo Branco,05-09,05-09-01
LOCAL-050902,Carvalhal,05,09,02,Castelo Branco,05-09,05-09-02
LOCAL-050903,Castelo,05,09,03,Castelo Branco,05-09,05-09-03
LOCAL-050911,Pedrógão Pequeno,05,09,11,Castelo Branco,05-09,05-09-11
LOCAL-050912,Sertã,05,09,12,Castelo Branco,05-09,05-09-12
LOCAL-050913,Troviscal,05,09,13,Castelo Branco,05-09,05-09-13
LOCAL-050914,Várzea dos Cavaleiros,05,09,14,Castelo Branco,05-09,05-09-14
LOCAL-050915,"Cernache do Bonjardim, Nesperal e Palhais",05,09,15,Castelo Branco,05-09,05-09-15
LOCAL-050916,Cumeada e Marmeleiro,05,09,16,Castelo Branco,05-09,05-09-16
LOCAL-050917,Ermida e Figueiredo,05,09,17,Castelo Branco,05-09,05-09-17
LOCAL-051001,Fundada,05,10,01,Castelo Branco,05-10,05-10-01
LOCAL-051002,São João do Peso,05,10,02,Castelo Branco,05-10,05-10-02
LOCAL-051003,Vila de Rei,05,10,03,Castelo Branco,05-10,05-10-03
LOCAL-051101,Fratel,05,11,01,Castelo Branco,05-11,05-11-01
LOCAL-051102,Perais,05,11,02,Castelo Branco,05-11,05-11-02
LOCAL-051103,Sarnadas de Ródão,05,11,03,Castelo Branco,05-11,05-11-03
LOCAL-051104,Vila Velha de Ródão,05,11,04,Castelo Branco,05-11,05-11-04
LOCAL-060102,Arganil,06,01,02,Coimbra,06-01,06-01-02
LOCAL-060104,Benfeita,06,01,04,Coimbra,06-01,06-01-04
LOCAL-060105,Celavisa,06,01,05,Coimbra,06-01,06-01-05
LOCAL-060109,Folques,06,01,09,Coimbra,06-01,06-01-09
LOCAL-060111,Piódão,06,01,11,Coimbra,06-01,06-01-11
LOCAL-060112,Pomares,06,01,12,Coimbra,06-01,06-01-12
LOCAL-060113,Pombeiro da Beira,06,01,13,Coimbra,06-01,06-01-13
LOCAL-060114,São Martinho da Cortiça,06,01,14,Coimbra,06-01,06-01-14
LOCAL-060115,Sarzedo,06,01,15,Coimbra,06-01,06-01-15
LOCAL-060116,Secarias,06,01,16,Coimbra,06-01,06-01-16
LOCAL-060119,Cepos e Teixeira,06,01,19,Coimbra,06-01,06-01-19
LOCAL-060120,Cerdeira e Moura da Serra,06,01,20,Coimbra,06-01,06-01-20
LOCAL-060121,Côja e Barril de Alva,06,01,21,Coimbra,06-01,06-01-21
LOCAL-060122,Vila Cova de Alva e Anseriz,06,01,22,Coimbra,06-01,06-01-22
LOCAL-060201,Ançã,06,02,01,Coimbra,06-02,06-02-01
LOCAL-060203,Cadima,06,02,03,Coimbra,06-02,06-02-03
LOCAL-060205,Cordinhã,06,02,05,Coimbra,06-02,06-02-05
LOCAL-060207,Febres,06,02,07,Coimbra,06-02,06-02-07
LOCAL-060208,Murtede,06,02,08,Coimbra,06-02,06-02-08
LOCAL-060209,Ourentã,06,02,09,Coimbra,06-02,06-02-09
LOCAL-060214,Tocha,06,02,14,Coimbra,06-02,06-02-14
LOCAL-060215,São Caetano,06,02,15,Coimbra,06-02,06-02-15
LOCAL-060218,Sanguinheira,06,02,18,Coimbra,06-02,06-02-18
LOCAL-060220,Cantanhede e Pocariça,06,02,20,Coimbra,06-02,06-02-20
LOCAL-060221,Covões e Camarneira,06,02,21,Coimbra,06-02,06-02-21
LOCAL-060222,Portunhos e Outil,06,02,22,Coimbra,06-02,06-02-22
LOCAL-060223,Sepins e Bolho,06,02,23,Coimbra,06-02,06-02-23
LOCAL-060224,Vilamar e Corticeiro de Cima,06,02,24,Coimbra,06-02,06-02-24
LOCAL-060301,Almalaguês,06,03,01,Coimbra,06-03,06-03-01
LOCAL-060309,Brasfemes,06,03,09,Coimbra,06-03,06-03-09
LOCAL-060311,Ceira,06,03,11,Coimbra,06-03,06-03-11
LOCAL-060312,Cernache,06,03,12,Coimbra,06-03,06-03-12
LOCAL-060318,Santo António dos Olivais,06,03,18,Coimbra,06-03,06-03-18
LOCAL-060320,São João do Campo,06,03,20,Coimbra,06-03,06-03-20
LOCAL-060324,São Silvestre,06,03,24,Coimbra,06-03,06-03-24
LOCAL-060329,Torres do Mondego,06,03,29,Coimbra,06-03,06-03-29
LOCAL-060332,Antuzede e Vil de Matos,06,03,32,Coimbra,06-03,06-03-32
LOCAL-060333,Assafarge e Antanhol,06,03,33,Coimbra,06-03,06-03-33
LOCAL-060334,"Sé Nova, Santa Cruz, Almedina e São Bartolomeu",06,03,34,Coimbra,06-03,06-03-34
LOCAL-060335,Eiras e São Paulo de Frades,06,03,35,Coimbra,06-03,06-03-35
LOCAL-060336,Santa Clara e Castelo Viegas,06,03,36,Coimbra,06-03,06-03-36
LOCAL-060337,São Martinho de Árvore e Lamarosa,06,03,37,Coimbra,06-03,06-03-37
LOCAL-060338,São Martinho do Bispo e Ribeira de Frades,06,03,38,Coimbra,06-03,06-03-38
LOCAL-060339,Souselas e Botão,06,03,39,Coimbra,06-03,06-03-39
LOCAL-060340,"Taveiro, Ameal e Arzila",06,03,40,Coimbra,06-03,06-03-40
LOCAL-060341,Trouxemil e Torre de Vilela,06,03,41,Coimbra,06-03,06-03-41
LOCAL-060401,Anobra,06,04,01,Coimbra,06-04,06-04-01
LOCAL-060406,Ega,06,04,06,Coimbra,06-04,06-04-06
LOCAL-060407,Furadouro,06,04,07,Coimbra,06-04,06-04-07
LOCAL-060410,Zambujal,06,04,10,Coimbra,06-04,06-04-10
LOCAL-060411,Condeixa-a-Velha e Condeixa-a-Nova,06,04,11,Coimbra,06-04,06-04-11
LOCAL-060412,Sebal e Belide,06,04,12,Coimbra,06-04,06-04-12
LOCAL-060413,Vila Seca e Bem da Fé,06,04,13,Coimbra,06-04,06-04-13
LOCAL-060502,Alqueidão,06,05,02,Coimbra,06-05,06-05-02
LOCAL-060507,Maiorca,06,05,07,Coimbra,06-05,06-05-07
LOCAL-060508,Marinha das Ondas,06,05,08,Coimbra,06-05,06-05-08
LOCAL-060512,Tavarede,06,05,12,Coimbra,06-05,06-05-12
LOCAL-060513,Vila Verde,06,05,13,Coimbra,06-05,06-05-13
LOCAL-060514,São Pedro,06,05,14,Coimbra,06-05,06-05-14
LOCAL-060515,Bom Sucesso,06,05,15,Coimbra,06-05,06-05-15
LOCAL-060518,Moinhos da Gândara,06,05,18,Coimbra,06-05,06-05-18
LOCAL-060519,Alhadas,06,05,19,Coimbra,06-05,06-05-19
LOCAL-060520,Buarcos e São Julião,06,05,20,Coimbra,06-05,06-05-20
LOCAL-060521,Ferreira-a-Nova,06,05,21,Coimbra,06-05,06-05-21
LOCAL-060522,Lavos,06,05,22,Coimbra,06-05,06-05-22
LOCAL-060523,Paião,06,05,23,Coimbra,06-05,06-05-23
LOCAL-060524,Quiaios,06,05,24,Coimbra,06-05,06-05-24
LOCAL-060601,Alvares,06,06,01,Coimbra,06-06,06-06-01
LOCAL-060604,Góis,06,06,04,Coimbra,06-06,06-06-04
LOCAL-060605,Vila Nova do Ceira,06,06,05,Coimbra,06-06,06-06-05
LOCAL-060606,Cadafaz e Colmeal,06,06,06,Coimbra,06-06,06-06-06
LOCAL-060704,Serpins,06,07,04,Coimbra,06-07,06-07-04
LOCAL-060706,Gândaras,06,07,06,Coimbra,06-07,06-07-06
LOCAL-060707,Foz de Arouce e Casal de Ermio,06,07,07,Coimbra,06-07,06-07-07
LOCAL-060708,Lousã e Vilarinho,06,07,08,Coimbra,06-07,06-07-08
LOCAL-060801,Mira,06,08,01,Coimbra,06-08,06-08-01
LOCAL-060802,Seixo,06,08,02,Coimbra,06-08,06-08-02
LOCAL-060803,Carapelhos,06,08,03,Coimbra,06-08,06-08-03
LOCAL-060804,Praia de Mira,06,08,04,Coimbra,06-08,06-08-04
LOCAL-060901,Lamas,06,09,01,Coimbra,06-09,06-09-01
LOCAL-060902,Miranda do Corvo,06,09,02,Coimbra,06-09,06-09-02
LOCAL-060905,Vila Nova,06,09,05,Coimbra,06-09,06-09-05
LOCAL-060906,Semide e Rio Vide,06,09,06,Coimbra,06-09,06-09-06
LOCAL-061002,Arazede,06,10,02,Coimbra,06-10,06-10-02
LOCAL-061003,Carapinheira,06,10,03,Coimbra,06-10,06-10-03
LOCAL-061005,Liceia,06,10,05,Coimbra,06-10,06-10-05
LOCAL-061006,Meãs do Campo,06,10,06,Coimbra,06-10,06-10-06
LOCAL-061008,Pereira,06,10,08,Coimbra,06-10,06-10-08
LOCAL-061009,Santo Varão,06,10,09,Coimbra,06-10,06-10-09
LOCAL-061010,Seixo de Gatões,06,10,10,Coimbra,06-10,06-10-10
LOCAL-061011,Tentúgal,06,10,11,Coimbra,06-10,06-10-11
LOCAL-061014,Ereira,06,10,14,Coimbra,06-10,06-10-14
LOCAL-061015,"Abrunheira, Verride e Vila Nova da Barca",06,10,15,Coimbra,06-10,06-10-15
LOCAL-061016,Montemor-o-Velho e Gatões,06,10,16,Coimbra,06-10,06-10-16
LOCAL-061101,Aldeia das Dez,06,11,01,Coimbra,06-11,06-11-01
LOCAL-061102,Alvoco das Várzeas,06,11,02,Coimbra,06-11,06-11-02
LOCAL-061103,Avô,06,11,03,Coimbra,06-11,06-11-03
LOCAL-061104,Bobadela,06,11,04,Coimbra,06-11,06-11-04
LOCAL-061106,Lagares,06,11,06,Coimbra,06-11,06-11-06
LOCAL-061109,Lourosa,06,11,09,Coimbra,06-11,06-11-09
LOCAL-061110,Meruge,06,11,10,Coimbra,06-11,06-11-10
LOCAL-061111,Nogueira do Cravo,06,11,11,Coimbra,06-11,06-11-11
LOCAL-061115,São Gião,06,11,15,Coimbra,06-11,06-11-15
LOCAL-061118,Seixo da Beira,06,11,18,Coimbra,06-11,06-11-18
LOCAL-061119,Travanca de Lagos,06,11,19,Coimbra,06-11,06-11-19
LOCAL-061122,Ervedal e Vila Franca da Beira,06,11,22,Coimbra,06-11,06-11-22
LOCAL-061123,Lagos da Beira e Lajeosa,06,11,23,Coimbra,06-11,06-11-23
LOCAL-061124,Oliveira do Hospital e São Paio de Gramaços,06,11,24,Coimbra,06-11,06-11-24
LOCAL-061125,Penalva de Alva e São Sebastião da Feira,06,11,25,Coimbra,06-11,06-11-25
LOCAL-061126,Santa Ovaia e Vila Pouca da Beira,06,11,26,Coimbra,06-11,06-11-26
LOCAL-061201,Cabril,06,12,01,Coimbra,06-12,06-12-01
LOCAL-061202,Dornelas do Zêzere,06,12,02,Coimbra,06-12,06-12-02
LOCAL-061204,Janeiro de Baixo,06,12,04,Coimbra,06-12,06-12-04
LOCAL-061206,Pampilhosa da Serra,06,12,06,Coimbra,06-12,06-12-06
LOCAL-061207,Pessegueiro,06,12,07,Coimbra,06-12,06-12-07
LOCAL-061209,Unhais-o-Velho,06,12,09,Coimbra,06-12,06-12-09
LOCAL-061211,Fajão-Vidual,06,12,11,Coimbra,06-12,06-12-11
LOCAL-061212,Portela do Fojo-Machio,06,12,12,Coimbra,06-12,06-12-12
LOCAL-061301,Carvalho,06,13,01,Coimbra,06-13,06-13-01
LOCAL-061302,Figueira de Lorvão,06,13,02,Coimbra,06-13,06-13-02
LOCAL-061304,Lorvão,06,13,04,Coimbra,06-13,06-13-04
LOCAL-061307,Penacova,06,13,07,Coimbra,06-13,06-13-07
LOCAL-061310,Sazes do Lorvão,06,13,10,Coimbra,06-13,06-13-10
LOCAL-061312,Friúmes e Paradela,06,13,12,Coimbra,06-13,06-13-12
LOCAL-061313,Oliveira do Mondego e Travanca do Mondego,06,13,13,Coimbra,06-13,06-13-13
LOCAL-061314,São Pedro de Alva e São Paio de Mondego,06,13,14,Coimbra,06-13,06-13-14
LOCAL-061401,Cumeeira,06,14,01,Coimbra,06-14,06-14-01
LOCAL-061402,Espinhal,06,14,02,Coimbra,06-14,06-14-02
LOCAL-061403,Podentes,06,14,03,Coimbra,06-14,06-14-03
LOCAL-061407,"São Miguel, Santa Eufémia e Rabaçal",06,14,07,Coimbra,06-14,06-14-07
LOCAL-061501,Alfarelos,06,15,01,Coimbra,06-15,06-15-01
LOCAL-061504,Figueiró do Campo,06,15,04,Coimbra,06-15,06-15-04
LOCAL-061506,Granja do Ulmeiro,06,15,06,Coimbra,06-15,06-15-06
LOCAL-061508,Samuel,06,15,08,Coimbra,06-15,06-15-08
LOCAL-061509,Soure,06,15,09,Coimbra,06-15,06-15-09
LOCAL-061510,Tapéus,06,15,10,Coimbra,06-15,06-15-10
LOCAL-061511,Vila Nova de Anços,06,15,11,Coimbra,06-15,06-15-11
LOCAL-061512,Vinha da Rainha,06,15,12,Coimbra,06-15,06-15-12
LOCAL-061513,Degracias e Pombalinho,06,15,13,Coimbra,06-15,06-15-13
LOCAL-061514,Gesteira e Brunhós,06,15,14,Coimbra,06-15,06-15-14
LOCAL-061602,Candosa,06,16,02,Coimbra,06-16,06-16-02
LOCAL-061603,Carapinha,06,16,03,Coimbra,06-16,06-16-03
LOCAL-061608,Midões,06,16,08,Coimbra,06-16,06-16-08
LOCAL-061609,Mouronho,06,16,09,Coimbra,06-16,06-16-09
LOCAL-061611,Póvoa de Midões,06,16,11,Coimbra,06-16,06-16-11
LOCAL-061612,São João da Boa Vista,06,16,12,Coimbra,06-16,06-16-12
LOCAL-061614,Tábua,06,16,14,Coimbra,06-16,06-16-14
LOCAL-061616,Ázere e Covelo,06,16,16,Coimbra,06-16,06-16-16
LOCAL-061617,Covas e Vila Nova de Oliveirinha,06,16,17,Coimbra,06-16,06-16-17
LOCAL-061618,Espariz e Sinde,06,16,18,Coimbra,06-16,06-16-18
LOCAL-061619,Pinheiro de Coja e Meda de Mouros,06,16,19,Coimbra,06-16,06-16-19
LOCAL-061701,Arrifana,06,17,01,Coimbra,06-17,06-17-01
LOCAL-061702,Lavegadas,06,17,02,Coimbra,06-17,06-17-02
LOCAL-061703,Poiares (Santo André),06,17,03,Coimbra,06-17,06-17-03
LOCAL-061704,São Miguel de Poiares,06,17,04,Coimbra,06-17,06-17-04
LOCAL-070103,Santiago Maior,07,01,03,Évora,07-01,07-01-03
LOCAL-070104,Capelins (Santo António),07,01,04,Évora,07-01,07-01-04
LOCAL-070105,Terena (São Pedro),07,01,05,Évora,07-01,07-01-05
LOCAL-070107,"N.S. Conceição, S.Brás Matos, Juromenha",07,01,07,Évora,07-01,07-01-07
LOCAL-070201,Arraiolos,07,02,01,Évora,07-02,07-02-01
LOCAL-070202,Igrejinha,07,02,02,Évora,07-02,07-02-02
LOCAL-070206,Vimieiro,07,02,06,Évora,07-02,07-02-06
LOCAL-070208,Gafanhoeira (São Pedro) e Sabugueiro,07,02,08,Évora,07-02,07-02-08
LOCAL-070209,São Gregório e Santa Justa,07,02,09,Évora,07-02,07-02-09
