territory_code,territory_name,district_code,municipality_code,parish_code,district_name,full_municipality_id,full_parish_id
LOCAL-070301,Borba (Matriz),07,03,01,Évora,07-03,07-03-01
LOCAL-070302,Orada,07,03,02,Évora,07-03,07-03-02
LOCAL-070303,Rio de Moinhos,07,03,03,Évora,07-03,07-03-03
LOCAL-070304,Borba (São Bartolomeu),07,03,04,Évora,07-03,07-03-04
LOCAL-070401,Arcos,07,04,01,Évora,07-04,07-04-01
LOCAL-070402,Glória,07,04,02,Évora,07-04,07-04-02
LOCAL-070404,Évora Monte (Santa Maria),07,04,04,Évora,07-04,07-04-04
LOCAL-070411,São Domingos de Ana Loura,07,04,11,Évora,07-04,07-04-11
LOCAL-070413,Veiros,07,04,13,Évora,07-04,07-04-13
LOCAL-070414,Estremoz (Santa Maria e Santo André),07,04,14,Évora,07-04,07-04-14
LOCAL-070415,São Bento do Cortiço e Santo Estêvão,07,04,15,Évora,07-04,07-04-15
LOCAL-070416,São Lourenço de Mamporcão e São Bento de Ana Loura,07,04,16,Évora,07-04,07-04-16
LOCAL-070417,Ameixial (Santa Vitória e São Bento),07,04,17,Évora,07-04,07-04-17
LOCAL-070502,Nossa Senhora da Graça do Divor,07,05,02,Évora,07-05,07-05-02
LOCAL-070503,Nossa Senhora de Machede,07,05,03,Évora,07-05,07-05-03
LOCAL-070506,São Bento do Mato,07,05,06,Évora,07-05,07-05-06
LOCAL-070509,São Miguel de Machede,07,05,09,Évora,07-05,07-05-09
LOCAL-070513,Torre de Coelheiros,07,05,13,Évora,07-05,07-05-13
LOCAL-070515,Canaviais,07,05,15,Évora,07-05,07-05-15
LOCAL-070522,Bacelo e Senhora da Saúde,07,05,22,Évora,07-05,07-05-22
LOCAL-070523,"Évora (São Mamede, Sé, São Pedro e Santo Antão)",07,05,23,Évora,07-05,07-05-23
LOCAL-070524,Malagueira e Horta das Figueiras,07,05,24,Évora,07-05,07-05-24
LOCAL-070525,N.S. da Tourega e N.S. de Guadalupe,07,05,25,Évora,07-05,07-05-25
LOCAL-070526,São Manços e São Vicente do Pigeiro,07,05,26,Évora,07-05,07-05-26
LOCAL-070527,S.Sebastião da Giesteira e N.S. da Boa Fé,07,05,27,Évora,07-05,07-05-27
LOCAL-070601,Cabrela,07,06,01,Évora,07-06,07-06-01
LOCAL-070605,Santiago do Escoural,07,06,05,Évora,07-06,07-06-05
LOCAL-070606,São Cristóvão,07,06,06,Évora,07-06,07-06-06
LOCAL-070607,Ciborro,07,06,07,Évora,07-06,07-06-07
LOCAL-070610,Foros de Vale de Figueira,07,06,10,Évora,07-06,07-06-10
LOCAL-070611,Cortiçadas de Lavre e Lavre,07,06,11,Évora,07-06,07-06-11
LOCAL-070612,"N.S. da Vila, N.S. do Bispo e Silveiras",07,06,12,Évora,07-06,07-06-12
LOCAL-070701,Brotas,07,07,01,Évora,07-07,07-07-01
LOCAL-070702,Cabeção,07,07,02,Évora,07-07,07-07-02
LOCAL-070703,Mora,07,07,03,Évora,07-07,07-07-03
LOCAL-070704,Pavia,07,07,04,Évora,07-07,07-07-04
LOCAL-070801,Granja,07,08,01,Évora,07-08,07-08-01
LOCAL-070802,Luz,07,08,02,Évora,07-08,07-08-02
LOCAL-070803,Mourão,07,08,03,Évora,07-08,07-08-03
LOCAL-070903,Monte do Trigo,07,09,03,Évora,07-09,07-09-03
LOCAL-070905,Portel,07,09,05,Évora,07-09,07-09-05
LOCAL-070906,Santana,07,09,06,Évora,07-09,07-09-06
LOCAL-070908,Vera Cruz,07,09,08,Évora,07-09,07-09-08
LOCAL-070909,Amieira e Alqueva,07,09,09,Évora,07-09,07-09-09
LOCAL-070910,São Bartolomeu do Outeiro e Oriola,07,09,10,Évora,07-09,07-09-10
LOCAL-071001,Montoito,07,10,01,Évora,07-10,07-10-01
LOCAL-071002,Redondo,07,10,02,Évora,07-10,07-10-02
LOCAL-071102,Corval,07,11,02,Évora,07-11,07-11-02
LOCAL-071103,Monsaraz,07,11,03,Évora,07-11,07-11-03
LOCAL-071104,Reguengos de Monsaraz,07,11,04,Évora,07-11,07-11-04
LOCAL-071106,Campo e Campinho,07,11,06,Évora,07-11,07-11-06
LOCAL-071201,Vendas Novas,07,12,01,Évora,07-12,07-12-01
LOCAL-071202,Landeira,07,12,02,Évora,07-12,07-12-02
LOCAL-071301,Alcáçovas,07,13,01,Évora,07-13,07-13-01
LOCAL-071302,Viana do Alentejo,07,13,02,Évora,07-13,07-13-02
LOCAL-071303,Aguiar,07,13,03,Évora,07-13,07-13-03
LOCAL-071401,Bencatel,07,14,01,Évora,07-14,07-14-01
LOCAL-071402,Ciladas,07,14,02,Évora,07-14,07-14-02
LOCAL-071404,Pardais,07,14,04,Évora,07-14,07-14-04
LOCAL-071406,Nossa Senhora da Conceição e São Bartolomeu,07,14,06,Évora,07-14,07-14-06
LOCAL-080102,Guia,08,01,02,Faro,08-01,08-01-02
LOCAL-080103,Paderne,08,01,03,Faro,08-01,08-01-03
LOCAL-080104,Ferreiras,08,01,04,Faro,08-01,08-01-04
LOCAL-080106,Albufeira e Olhos de Água,08,01,06,Faro,08-01,08-01-06
LOCAL-080202,Giões,08,02,02,Faro,08-02,08-02-02
LOCAL-080203,Martim Longo,08,02,03,Faro,08-02,08-02-03
LOCAL-080205,Vaqueiros,08,02,05,Faro,08-02,08-02-05
LOCAL-080206,Alcoutim e Pereiro,08,02,06,Faro,08-02,08-02-06
LOCAL-080301,Aljezur,08,03,01,Faro,08-03,08-03-01
LOCAL-080302,Bordeira,08,03,02,Faro,08-03,08-03-02
LOCAL-080303,Odeceixe,08,03,03,Faro,08-03,08-03-03
LOCAL-080304,Rogil,08,03,04,Faro,08-03,08-03-04
LOCAL-080401,Azinhal,08,04,01,Faro,08-04,08-04-01
LOCAL-080402,Castro Marim,08,04,02,Faro,08-04,08-04-02
LOCAL-080403,Odeleite,08,04,03,Faro,08-04,08-04-03
LOCAL-080404,Altura,08,04,04,Faro,08-04,08-04-04
LOCAL-080503,Santa Bárbara de Nexe,08,05,03,Faro,08-05,08-05-03
LOCAL-080506,Montenegro,08,05,06,Faro,08-05,08-05-06
LOCAL-080507,Conceição e Estoi,08,05,07,Faro,08-05,08-05-07
LOCAL-080508,Faro (Sé e São Pedro),08,05,08,Faro,08-05,08-05-08
LOCAL-080602,Ferragudo,08,06,02,Faro,08-06,08-06-02
LOCAL-080604,Porches,08,06,04,Faro,08-06,08-06-04
LOCAL-080607,Estômbar e Parchal,08,06,07,Faro,08-06,08-06-07
LOCAL-080608,Lagoa e Carvoeiro,08,06,08,Faro,08-06,08-06-08
LOCAL-080703,Luz,08,07,03,Faro,08-07,08-07-03
LOCAL-080704,Odiáxere,08,07,04,Faro,08-07,08-07-04
LOCAL-080707,Bensafrim e Barão de São João,08,07,07,Faro,08-07,08-07-07
LOCAL-080708,São Gonçalo de Lagos,08,07,08,Faro,08-07,08-07-08
LOCAL-080801,Almancil,08,08,01,Faro,08-08,08-08-01
LOCAL-080802,Alte,08,08,02,Faro,08-08,08-08-02
LOCAL-080803,Ameixial,08,08,03,Faro,08-08,08-08-03
LOCAL-080804,Boliqueime,08,08,04,Faro,08-08,08-08-04
LOCAL-080805,Quarteira,08,08,05,Faro,08-08,08-08-05
LOCAL-080807,Salir,08,08,07,Faro,08-08,08-08-07
LOCAL-080808,Loulé (São Clemente),08,08,08,Faro,08-08,08-08-08
LOCAL-080809,Loulé (São Sebastião),08,08,09,Faro,08-08,08-08-09
LOCAL-080812,"Querença, Tôr e Benafim",08,08,12,Faro,08-08,08-08-12
LOCAL-080901,Alferce,08,09,01,Faro,08-09,08-09-01
LOCAL-080902,Marmelete,08,09,02,Faro,08-09,08-09-02
LOCAL-080903,Monchique,08,09,03,Faro,08-09,08-09-03
LOCAL-081003,Olhão,08,10,03,Faro,08-10,08-10-03
LOCAL-081004,Pechão,08,10,04,Faro,08-10,08-10-04
LOCAL-081005,Quelfes,08,10,05,Faro,08-10,08-10-05
LOCAL-081006,Moncarapacho e Fuseta,08,10,06,Faro,08-10,08-10-06
LOCAL-081101,Alvor,08,11,01,Faro,08-11,08-11-01
LOCAL-081102,Mexilhoeira Grande,08,11,02,Faro,08-11,08-11-02
LOCAL-081103,Portimão,08,11,03,Faro,08-11,08-11-03
LOCAL-081201,São Brás de Alportel,08,12,01,Faro,08-12,08-12-01
LOCAL-081303,Armação de Pêra,08,13,03,Faro,08-13,08-13-03
LOCAL-081305,São Bartolomeu de Messines,08,13,05,Faro,08-13,08-13-05
LOCAL-081306,São Marcos da Serra,08,13,06,Faro,08-13,08-13-06
LOCAL-081307,Silves,08,13,07,Faro,08-13,08-13-07
LOCAL-081309,Alcantarilha e Pêra,08,13,09,Faro,08-13,08-13-09
LOCAL-081310,Algoz e Tunes,08,13,10,Faro,08-13,08-13-10
LOCAL-081401,Cachopo,08,14,01,Faro,08-14,08-14-01
LOCAL-081404,Santa Catarina da Fonte do Bispo,08,14,04,Faro,08-14,08-14-04
LOCAL-081408,Santa Luzia,08,14,08,Faro,08-14,08-14-08
LOCAL-081410,Conceição e Cabanas de Tavira,08,14,10,Faro,08-14,08-14-10
LOCAL-081411,Luz de Tavira e Santo Estêvão,08,14,11,Faro,08-14,08-14-11
LOCAL-081412,Tavira (Santa Maria e Santiago),08,14,12,Faro,08-14,08-14-12
LOCAL-081501,Barão de São Miguel,08,15,01,Faro,08-15,08-15-01
LOCAL-081502,Budens,08,15,02,Faro,08-15,08-15-02
LOCAL-081504,Sagres,08,15,04,Faro,08-15,08-15-04
LOCAL-081506,Vila do Bispo e Raposeira,08,15,06,Faro,08-15,08-15-06
LOCAL-081601,Vila Nova de Cacela,08,16,01,Faro,08-16,08-16-01
LOCAL-081602,Vila Real de Santo António,08,16,02,Faro,08-16,08-16-02
LOCAL-081603,Monte Gordo,08,16,03,Faro,08-16,08-16-03
LOCAL-090102,Carapito,09,01,02,Guarda,09-01,09-01-02
LOCAL-090103,Cortiçada,09,01,03,Guarda,09-01,09-01-03
LOCAL-090105,Dornelas,09,01,05,Guarda,09-01,09-01-05
LOCAL-090106,Eirado,09,01,06,Guarda,09-01,09-01-06
LOCAL-090107,Forninhos,09,01,07,Guarda,09-01,09-01-07
LOCAL-090109,Pena Verde,09,01,09,Guarda,09-01,09-01-09
LOCAL-090110,Pinheiro,09,01,10,Guarda,09-01,09-01-10
LOCAL-090114,Aguiar da Beira e Coruche,09,01,14,Guarda,09-01,09-01-14
LOCAL-090115,Sequeiros e Gradiz,09,01,15,Guarda,09-01,09-01-15
LOCAL-090116,Souto de Aguiar da Beira e Valverde,09,01,16,Guarda,09-01,09-01-16
LOCAL-090203,Almeida,09,02,03,Guarda,09-02,09-02-03
LOCAL-090207,Castelo Bom,09,02,07,Guarda,09-02,09-02-07
LOCAL-090209,Freineda,09,02,09,Guarda,09-02,09-02-09
LOCAL-090210,Freixo,09,02,10,Guarda,09-02,09-02-10
LOCAL-090213,Malhada Sorda,09,02,13,Guarda,09-02,09-02-13
LOCAL-090219,Nave de Haver,09,02,19,Guarda,09-02,09-02-19
LOCAL-090224,São Pedro de Rio Seco,09,02,24,Guarda,09-02,09-02-24
LOCAL-090227,Vale da Mula,09,02,27,Guarda,09-02,09-02-27
LOCAL-090229,Vilar Formoso,09,02,29,Guarda,09-02,09-02-29
LOCAL-090230,"Amoreira, Parada e Cabreira",09,02,30,Guarda,09-02,09-02-30
LOCAL-090231,"Azinhal, Peva e Valverde",09,02,31,Guarda,09-02,09-02-31
LOCAL-090232,"Castelo Mendo, Ade, Monteperobolso e Mesquitela",09,02,32,Guarda,09-02,09-02-32
LOCAL-090233,Junça e Naves,09,02,33,Guarda,09-02,09-02-33
LOCAL-090234,"Leomil, Mido, Senouras e Aldeia Nova",09,02,34,Guarda,09-02,09-02-34
LOCAL-090235,Malpartida e Vale de Coelha,09,02,35,Guarda,09-02,09-02-35
LOCAL-090236,Miuzela e Porto de Ovelha,09,02,36,Guarda,09-02,09-02-36
LOCAL-090302,Baraçal,09,03,02,Guarda,09-03,09-03-02
LOCAL-090304,Carrapichana,09,03,04,Guarda,09-03,09-03-04
LOCAL-090306,Forno Telheiro,09,03,06,Guarda,09-03,09-03-06
LOCAL-090307,Lajeosa do Mondego,09,03,07,Guarda,09-03,09-03-07
LOCAL-090308,Linhares,09,03,08,Guarda,09-03,09-03-08
LOCAL-090309,Maçal do Chão,09,03,09,Guarda,09-03,09-03-09
LOCAL-090310,Mesquitela,09,03,10,Guarda,09-03,09-03-10
LOCAL-090311,Minhocal,09,03,11,Guarda,09-03,09-03-11
LOCAL-090312,Prados,09,03,12,Guarda,09-03,09-03-12
LOCAL-090314,Ratoeira,09,03,14,Guarda,09-03,09-03-14
LOCAL-090318,Vale de Azares,09,03,18,Guarda,09-03,09-03-18
LOCAL-090322,Casas do Soeiro,09,03,22,Guarda,09-03,09-03-22
LOCAL-090323,Açores e Velosa,09,03,23,Guarda,09-03,09-03-23
LOCAL-090324,São Pedro e Santa Maria e Vila Boa do Mondego,09,03,24,Guarda,09-03,09-03-24
LOCAL-090325,"Cortiçô da Serra, Vide entre Vinhas e Salgueirais",09,03,25,Guarda,09-03,09-03-25
LOCAL-090326,Rapa e Cadafaz,09,03,26,Guarda,09-03,09-03-26
LOCAL-090403,Castelo Rodrigo,09,04,03,Guarda,09-04,09-04-03
LOCAL-090406,Escalhão,09,04,06,Guarda,09-04,09-04-06
LOCAL-090408,Figueira de Castelo Rodrigo,09,04,08,Guarda,09-04,09-04-08
LOCAL-090410,Mata de Lobos,09,04,10,Guarda,09-04,09-04-10
LOCAL-090415,Vermiosa,09,04,15,Guarda,09-04,09-04-15
LOCAL-090418,"Algodres, Vale de Afonsinho e Vilar de Amargo",09,04,18,Guarda,09-04,09-04-18
LOCAL-090419,Almofala e Escarigo,09,04,19,Guarda,09-04,09-04-19
LOCAL-090420,Cinco Vilas e Reigada,09,04,20,Guarda,09-04,09-04-20
LOCAL-090421,"Freixeda Torrão, Quintã Pêro Martins, Penha Águia",09,04,21,Guarda,09-04,09-04-21
LOCAL-090422,Colmeal e Vilar Torpim,09,04,22,Guarda,09-04,09-04-22
LOCAL-090501,Algodres,09,05,01,Guarda,09-05,09-05-01
LOCAL-090502,Casal Vasco,09,05,02,Guarda,09-05,09-05-02
LOCAL-090504,Figueiró da Granja,09,05,04,Guarda,09-05,09-05-04
LOCAL-090505,Fornos de Algodres,09,05,05,Guarda,09-05,09-05-05
LOCAL-090507,Infias,09,05,07,Guarda,09-05,09-05-07
LOCAL-090509,Maceira,09,05,09,Guarda,09-05,09-05-09
LOCAL-090510,Matança,09,05,10,Guarda,09-05,09-05-10
LOCAL-090511,Muxagata,09,05,11,Guarda,09-05,09-05-11
LOCAL-090512,Queiriz,09,05,12,Guarda,09-05,09-05-12
LOCAL-090517,Cortiçô e Vila Chã,09,05,17,Guarda,09-05,09-05-17
LOCAL-090518,"Juncais, Vila Ruiva e Vila Soeiro do Chão",09,05,18,Guarda,09-05,09-05-18
LOCAL-090519,Sobral Pichorro e Fuinhas,09,05,19,Guarda,09-05,09-05-19
LOCAL-090602,Arcozelo,09,06,02,Guarda,09-06,09-06-02
LOCAL-090603,Cativelos,09,06,03,Guarda,09-06,09-06-03
LOCAL-090605,Folgosinho,09,06,05,Guarda,09-06,09-06-05
LOCAL-090612,Nespereira,09,06,12,Guarda,09-06,09-06-12
LOCAL-090613,Paços da Serra,09,06,13,Guarda,09-06,09-06-13
LOCAL-090614,Ribamondego,09,06,14,Guarda,09-06,09-06-14
LOCAL-090617,São Paio,09,06,17,Guarda,09-06,09-06-17
LOCAL-090619,Vila Cortês da Serra,09,06,19,Guarda,09-06,09-06-19
LOCAL-090620,Vila Franca da Serra,09,06,20,Guarda,09-06,09-06-20
LOCAL-090621,Vila Nova de Tazem,09,06,21,Guarda,09-06,09-06-21
LOCAL-090623,Aldeias e Mangualde da Serra,09,06,23,Guarda,09-06,09-06-23
LOCAL-090624,Figueiró da Serra e Freixo da Serra,09,06,24,Guarda,09-06,09-06-24
LOCAL-090625,Gouveia,09,06,25,Guarda,09-06,09-06-25
LOCAL-090626,Melo e Nabais,09,06,26,Guarda,09-06,09-06-26
LOCAL-090627,Moimenta da Serra e Vinhó,09,06,27,Guarda,09-06,09-06-27
LOCAL-090628,Rio Torto e Lagarinhos,09,06,28,Guarda,09-06,09-06-28
LOCAL-090703,Aldeia do Bispo,09,07,03,Guarda,09-07,09-07-03
LOCAL-090704,Aldeia Viçosa,09,07,04,Guarda,09-07,09-07-04
LOCAL-090705,Alvendre,09,07,05,Guarda,09-07,09-07-05
LOCAL-090706,Arrifana,09,07,06,Guarda,09-07,09-07-06
LOCAL-090708,Avelãs da Ribeira,09,07,08,Guarda,09-07,09-07-08
LOCAL-090709,Benespera,09,07,09,Guarda,09-07,09-07-09
LOCAL-090711,Casal de Cinza,09,07,11,Guarda,09-07,09-07-11
LOCAL-090712,Castanheira,09,07,12,Guarda,09-07,09-07-12
LOCAL-090713,Cavadoude,09,07,13,Guarda,09-07,09-07-13
LOCAL-090714,Codesseiro,09,07,14,Guarda,09-07,09-07-14
LOCAL-090716,Faia,09,07,16,Guarda,09-07,09-07-16
LOCAL-090717,Famalicão,09,07,17,Guarda,09-07,09-07-17
LOCAL-090718,Fernão Joanes,09,07,18,Guarda,09-07,09-07-18
LOCAL-090721,Gonçalo Bocas,09,07,21,Guarda,09-07,09-07-21
LOCAL-090722,João Antão,09,07,22,Guarda,09-07,09-07-22
LOCAL-090723,Maçainhas,09,07,23,Guarda,09-07,09-07-23
LOCAL-090724,Marmeleiro,09,07,24,Guarda,09-07,09-07-24
LOCAL-090725,Meios,09,07,25,Guarda,09-07,09-07-25
LOCAL-090728,Panoias de Cima,09,07,28,Guarda,09-07,09-07-28
LOCAL-090729,Pega,09,07,29,Guarda,09-07,09-07-29
LOCAL-090730,Pêra do Moço,09,07,30,Guarda,09-07,09-07-30
LOCAL-090732,Porto da Carne,09,07,32,Guarda,09-07,09-07-32
LOCAL-090734,Ramela,09,07,34,Guarda,09-07,09-07-34
LOCAL-090738,Santana da Azinha,09,07,38,Guarda,09-07,09-07-38
LOCAL-090744,Sobral da Serra,09,07,44,Guarda,09-07,09-07-44
LOCAL-090746,Vale de Estrela,09,07,46,Guarda,09-07,09-07-46
LOCAL-090747,Valhelhas,09,07,47,Guarda,09-07,09-07-47
LOCAL-090748,Vela,09,07,48,Guarda,09-07,09-07-48
LOCAL-090749,Videmonte,09,07,49,Guarda,09-07,09-07-49
LOCAL-090750,Vila Cortês do Mondego,09,07,50,Guarda,09-07,09-07-50
LOCAL-090751,Vila Fernando,09,07,51,Guarda,09-07,09-07-51
LOCAL-090752,Vila Franca do Deão,09,07,52,Guarda,09-07,09-07-52
LOCAL-090753,Vila Garcia,09,07,53,Guarda,09-07,09-07-53
LOCAL-090757,Gonçalo,09,07,57,Guarda,09-07,09-07-57
LOCAL-090758,Guarda,09,07,58,Guarda,09-07,09-07-58
LOCAL-090759,Jarmelo São Miguel,09,07,59,Guarda,09-07,09-07-59
LOCAL-090760,Jarmelo São Pedro,09,07,60,Guarda,09-07,09-07-60
LOCAL-090761,Avelãs de Ambom e Rocamondo,09,07,61,Guarda,09-07,09-07-61
LOCAL-090762,Corujeira e Trinta,09,07,62,Guarda,09-07,09-07-62
LOCAL-090763,"Mizarela, Pêro Soares e Vila Soeiro",09,07,63,Guarda,09-07,09-07-63
LOCAL-090764,Pousade e Albardo,09,07,64,Guarda,09-07,09-07-64
LOCAL-090765,Rochoso e Monte Margarida,09,07,65,Guarda,09-07,09-07-65
LOCAL-090766,Adão,09,07,66,Guarda,09-07,09-07-66
LOCAL-090801,Sameiro,09,08,01,Guarda,09-08,09-08-01
LOCAL-090802,Manteigas (Santa Maria),09,08,02,Guarda,09-08,09-08-02
LOCAL-090803,Manteigas (São Pedro),09,08,03,Guarda,09-08,09-08-03
LOCAL-090804,Vale de Amoreira,09,08,04,Guarda,09-08,09-08-04
LOCAL-090901,Aveloso,09,09,01,Guarda,09-09,09-09-01
LOCAL-090902,Barreira,09,09,02,Guarda,09-09,09-09-02
LOCAL-090905,Coriscada,09,09,05,Guarda,09-09,09-09-05
LOCAL-090907,Longroiva,09,09,07,Guarda,09-09,09-09-07
LOCAL-090908,Marialva,09,09,08,Guarda,09-09,09-09-08
LOCAL-090912,Poço do Canto,09,09,12,Guarda,09-09,09-09-12
LOCAL-090914,Rabaçal,09,09,14,Guarda,09-09,09-09-14
LOCAL-090915,Ranhados,09,09,15,Guarda,09-09,09-09-15
LOCAL-090917,"Mêda, Outeiro de Gatos e Fonte Longa",09,09,17,Guarda,09-09,09-09-17
LOCAL-090918,Prova e Casteição,09,09,18,Guarda,09-09,09-09-18
LOCAL-090919,"Vale Flor, Carvalhal e Pai Penela",09,09,19,Guarda,09-09,09-09-19
LOCAL-091009,Ervedosa,09,10,09,Guarda,09-10,09-10-09
LOCAL-091010,Freixedas,09,10,10,Guarda,09-10,09-10-10
LOCAL-091012,Lamegal,09,10,12,Guarda,09-10,09-10-12
LOCAL-091013,Lameiras,09,10,13,Guarda,09-10,09-10-13
LOCAL-091014,Manigoto,09,10,14,Guarda,09-10,09-10-14
LOCAL-091015,Pala,09,10,15,Guarda,09-10,09-10-15
LOCAL-091017,Pinhel,09,10,17,Guarda,09-10,09-10-17
LOCAL-091018,Pínzio,09,10,18,Guarda,09-10,09-10-18
LOCAL-091024,Souro Pires,09,10,24,Guarda,09-10,09-10-24
LOCAL-091027,Vascoveiro,09,10,27,Guarda,09-10,09-10-27
LOCAL-091028,Agregação das freguesias Sul de Pinhel,09,10,28,Guarda,09-10,09-10-28
LOCAL-091029,Alverca da Beira/Bouça Cova,09,10,29,Guarda,09-10,09-10-29
LOCAL-091030,Terras de Massueime,09,10,30,Guarda,09-10,09-10-30
LOCAL-091031,Valbom/Bogalhal,09,10,31,Guarda,09-10,09-10-31
LOCAL-091032,Alto do Palurdo,09,10,32,Guarda,09-10,09-10-32
LOCAL-091033,Vale do Côa,09,10,33,Guarda,09-10,09-10-33
LOCAL-091034,Vale do Massueime,09,10,34,Guarda,09-10,09-10-34
LOCAL-091035,Atalaia e Safurdão,09,10,35,Guarda,09-10,09-10-35
LOCAL-091101,Águas Belas,09,11,01,Guarda,09-11,09-11-01
LOCAL-091102,Aldeia do Bispo,09,11,02,Guarda,09-11,09-11-02
LOCAL-091103,Aldeia da Ponte,09,11,03,Guarda,09-11,09-11-03
LOCAL-091106,Aldeia Velha,09,11,06,Guarda,09-11,09-11-06
LOCAL-091107,Alfaiates,09,11,07,Guarda,09-11,09-11-07
LOCAL-091109,Baraçal,09,11,09,Guarda,09-11,09-11-09
LOCAL-091110,Bendada,09,11,10,Guarda,09-11,09-11-10
LOCAL-091111,Bismula,09,11,11,Guarda,09-11,09-11-11
LOCAL-091112,Casteleiro,09,11,12,Guarda,09-11,09-11-12
LOCAL-091113,Cerdeira,09,11,13,Guarda,09-11,09-11-13
LOCAL-091114,Fóios,09,11,14,Guarda,09-11,09-11-14
LOCAL-091118,Malcata,09,11,18,Guarda,09-11,09-11-18
LOCAL-091120,Nave,09,11,20,Guarda,09-11,09-11-20
LOCAL-091123,Quadrazais,09,11,23,Guarda,09-11,09-11-23
LOCAL-091124,Quintas de São Bartolomeu,09,11,24,Guarda,09-11,09-11-24
LOCAL-091125,Rapoula do Côa,09,11,25,Guarda,09-11,09-11-25
LOCAL-091126,Rebolosa,09,11,26,Guarda,09-11,09-11-26
LOCAL-091127,Rendo,09,11,27,Guarda,09-11,09-11-27
LOCAL-091133,Sortelha,09,11,33,Guarda,09-11,09-11-33
LOCAL-091134,Souto,09,11,34,Guarda,09-11,09-11-34
LOCAL-091136,Vale de Espinho,09,11,36,Guarda,09-11,09-11-36
LOCAL-091138,Vila Boa,09,11,38,Guarda,09-11,09-11-38
LOCAL-091139,Vila do Touro,09,11,39,Guarda,09-11,09-11-39
LOCAL-091141,"Aldeia da Ribeira, Vilar Maior e Badamalos",09,11,41,Guarda,09-11,09-11-41
LOCAL-091142,Lajeosa e Forcalhos,09,11,42,Guarda,09-11,09-11-42
LOCAL-091143,"Pousafoles do Bispo, Pena Lobo e Lomba",09,11,43,Guarda,09-11,09-11-43
LOCAL-091144,"Ruvina, Ruivós e Vale das Éguas",09,11,44,Guarda,09-11,09-11-44
LOCAL-091145,Sabugal e Aldeia de Santo António,09,11,45,Guarda,09-11,09-11-45
LOCAL-091146,Santo Estêvão e Moita,09,11,46,Guarda,09-11,09-11-46
LOCAL-091147,Seixo do Côa e Vale Longo,09,11,47,Guarda,09-11,09-11-47
LOCAL-091201,Alvoco da Serra,09,12,01,Guarda,09-12,09-12-01
LOCAL-091205,Girabolhos,09,12,05,Guarda,09-12,09-12-05
LOCAL-091207,Loriga,09,12,07,Guarda,09-12,09-12-07
LOCAL-091208,Paranhos,09,12,08,Guarda,09-12,09-12-08
LOCAL-091209,Pinhanços,09,12,09,Guarda,09-12,09-12-09
LOCAL-091210,Sabugueiro,09,12,10,Guarda,09-12,09-12-10
LOCAL-091212,Sandomil,09,12,12,Guarda,09-12,09-12-12
LOCAL-091213,Santa Comba,09,12,13,Guarda,09-12,09-12-13
LOCAL-091216,Santiago,09,12,16,Guarda,09-12,09-12-16
LOCAL-091219,Sazes da Beira,09,12,19,Guarda,09-12,09-12-19
LOCAL-091221,Teixeira,09,12,21,Guarda,09-12,09-12-21
LOCAL-091224,Travancinha,09,12,24,Guarda,09-12,09-12-24
LOCAL-091225,Valezim,09,12,25,Guarda,09-12,09-12-25
LOCAL-091228,Vila Cova à Coelheira,09,12,28,Guarda,09-12,09-12-28
LOCAL-091230,Carragozela e Várzea de Meruge,09,12,30,Guarda,09-12,09-12-30
LOCAL-091231,Sameice e Santa Eulália,09,12,31,Guarda,09-12,09-12-31
LOCAL-091232,Santa Marinha e São Martinho,09,12,32,Guarda,09-12,09-12-32
LOCAL-091233,"Seia, São Romão e Lapa dos Dinheiros",09,12,33,Guarda,09-12,09-12-33
LOCAL-091234,Torrozelo e Folhadosa,09,12,34,Guarda,09-12,09-12-34
LOCAL-091235,Tourais e Lajes,09,12,35,Guarda,09-12,09-12-35
LOCAL-091236,Vide e Cabeça,09,12,36,Guarda,09-12,09-12-36
LOCAL-091301,Aldeia Nova,09,13,01,Guarda,09-13,09-13-01
LOCAL-091303,Castanheira,09,13,03,Guarda,09-13,09-13-03
LOCAL-091304,Cogula,09,13,04,Guarda,09-13,09-13-04
LOCAL-091305,Cótimos,09,13,05,Guarda,09-13,09-13-05
LOCAL-091307,Fiães,09,13,07,Guarda,09-13,09-13-07
LOCAL-091309,Granja,09,13,09,Guarda,09-13,09-13-09
LOCAL-091310,Guilheiro,09,13,10,Guarda,09-13,09-13-10
LOCAL-091311,Moimentinha,09,13,11,Guarda,09-13,09-13-11
LOCAL-091312,Moreira de Rei,09,13,12,Guarda,09-13,09-13-12
LOCAL-091313,Palhais,09,13,13,Guarda,09-13,09-13-13
LOCAL-091314,Póvoa do Concelho,09,13,14,Guarda,09-13,09-13-14
LOCAL-091315,Reboleiro,09,13,15,Guarda,09-13,09-13-15
LOCAL-091316,Rio de Mel,09,13,16,Guarda,09-13,09-13-16
LOCAL-091321,Tamanhos,09,13,21,Guarda,09-13,09-13-21
LOCAL-091325,Valdujo,09,13,25,Guarda,09-13,09-13-25
LOCAL-091330,Freches e Torres,09,13,30,Guarda,09-13,09-13-30
LOCAL-091331,"Torre do Terrenho, Sebadelhe da Serra e Terrenho",09,13,31,Guarda,09-13,09-13-31
LOCAL-091332,Trancoso (São Pedro e Santa Maria) e Souto Maior,09,13,32,Guarda,09-13,09-13-32
LOCAL-091333,Vale do Seixo e Vila Garcia,09,13,33,Guarda,09-13,09-13-33
